ID	ALIGNMENT	COGID	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	MORPHEMES	COGIDS	NOTES	AUTOCOGIDS
808	t ɨ + ʂ u	810	neck	Kashinawa_P	tɨʂu	cuello	t ɨ + ʂ u	tɨʂu	neck _ʂu	137 139		2502 2503
809	t ɨ + ʂ u	810	neck	Kashinawa_B	tɨʂu	cuello	t ɨ + ʂ u	tɨʂu	neck _ʂu	137 139		2502 2503
810	n a l a	811	neck	Araona	nala	cuello	n a l a	nala				0
814	p u k u	54	belly	Matses	puku	barriga	p u k u	puku	stomach	87 85		227
815	p u k u	54	belly	Matis	puku	barriga	p u k u	puku	stomach	87 85		227
816	p u s t u	1553	belly	Marubo	pustu	barriga	p u s t u	pustu	belly	87 86		229
817	p u s t u	1553	belly	Katukina	pustu	barriga	p u s t u	pustu	belly	87 86		229
818	p o s t o	1553	belly	Kanamari	posto	barriga	p o s t o	posto	belly	87 86		229
819	p u k u	54	belly	Shipibo_Konibo	puku	barriga	p u k u	puku	stomach	87 85		227
820	p u k u	54	belly	Kapanawa	puku	barriga	p u k u	puku	belly	87 85		227
822	p u s t u	1553	belly	Shanenawa	pustu	barriga	p u s t u	pustu	belly	87 86		229
823	p u s t u	1553	belly	Yawanawa	pustu	barriga	p u s t u	pustu	belly	87 86		229
824	n a - β a	55	belly	Nukini	naβa	barriga	n a β a	naβa	width	91 89		230
825	p u h t u	1553	belly	Nukini	puhtu	barriga	p u h t u	puhtu	belly	87 86		229
826	d a h β a	55	belly	Poyanawa	dahβa	barriga	d a h β a	dahβa	width	91 89		230
827	n a h β a	55	belly	Iskonawa	nahβa	barriga	n a h β a	nahβa	width	91		230
828	t a k ɨ p ɨ	58	belly	Chakobo	takɨpɨ	barriga	t a k ɨ p ɨ	takɨpɨ	taki	7		228
829	p u k u	54	belly	Pakawara	puku	barriga	p u k u	puku	belly	87 85		227
830	p u k u	54	belly	Kakataibo	puku	barriga	p u k u	puku	stomach	87 85		227
831	t u r u	60	belly	Kaxarari	turu	barriga	t u r u	turu	rounded	188 228		231
832	ʂ a ʔ i	61	belly	Mastanawa	ʂaʔi	barriga	ʂ a ʔ i	ʂaʔi	saʔi	229 230		232
833	p u s t u	1553	belly	Chaninawa	pusto	barriga	p u s t u	pusto	belly	86		229
834	n a m ɨ n	62	belly	Sharanawa	namɨn	barriga	n a m ɨ n	namɨn	namɨn	91 232		234
835	p u k u	54	belly	Amawaka	puku	barriga	p u k u	puku	stomach	8	we dont have evidence to split these forms, delete codigs info	227
836	a t u	1554	belly	Nawa	atu	barriga	a t u	atu	intestines	90 231		233
837	p u s t u	1553	belly	Marinawa	pustu	barriga	p u s t u	pustu	belly	87 86		229
838	p u s t u	1553	belly	Yaminawa	pustu	barriga	p u s t u	pustu	belly	87 86		229
839	p u s t u	1553	belly	Kashinawa_P	pustu	barriga	p u s t u	pustu	belly	87 86		229
840	p u s t u	1553	belly	Kashinawa_B	pustu	barriga	p u s t u	pustu	belly	87 86		229
841	e s e	56	belly	Araona	ese	barriga	e s e	ese	ese			0
845	k a + ʈʂ o	32	back [of body]	Matses	katʂo	espalda	k a + ʈʂ o	katʂo	back _ʂu	203 211	!	125 8
846	k a - - + ʂ u k u	32	back [of body]	Matis	kaʂuku	espalda	k a + ʂ u k u	kaʂuku	back _ʂu	203 211		125 130
847	k a + ʂ u	32	back [of body]	Marubo	kaʂu	espalda	k a + ʂ u	kaʂu	back _ʂu	203 211	!	125 7
848	p i + m a n a	30	back [of body]	Katukina	pimana	espalda	p i + m a n a	pimana	shoulder _above	200 202		127 131
849	k a - - + ʃ o - -	32	back [of body]	Kanamari	kaʃo	espalda	k a + ʃ o	kaʃo	back _ʃo	203 211		125 130
850	p ɨ + k a - -	30	back [of body]	Shipibo_Konibo	pɨka	espalda	p ɨ + k a	pɨka	shoulder _ka	200 205		127 125
851	p ɨ + k a - -	30	back [of body]	Kapanawa	pɨka	espalda	p ɨ + k a	pɨka	shoulder _ka	200 205		127 125
853	p ɨ + s tʃ i	30	back [of body]	Shanenawa	pɨstʃi	espalda	p ɨ + tʃ i	pustʃi	shoulder _tʃi	200 207		127 126
854	p ɨ + - tʃ i	30	back [of body]	Nukini	pɨʃi	espalda	p ɨ + tʃ i	puʃi	shoulder _ʧi	200 207		127 126
855	p ɨ + - t i	30	back [of body]	Poyanawa	pɨti	espalda	p ɨ + t i	pɨti	shoulder _tɨ	200 206		127 126
856	p ɨ + - tʃ i	30	back [of body]	Iskonawa	pɨʧi	espalda	p ɨ + tʃ i	pɨʧi	shoulder _ʧi	200 207		127 126
857	k a - - + - t ɨ	32	back [of body]	Iskonawa	katɨ	espalda	k a + t ɨ	katɨ	back _tɨ	203 206		125 126
858	k a - - + - t ɨ	32	back [of body]	Chakobo	katɨ	espalda	k a + t ɨ	katɨ	back _tɨ	203 206		125 126
859	k a - - + ʂ o	32	back [of body]	Kakataibo	kaʂu	espalda	k a + ʂ u	kaʂo	back _ʂu	203 211		125 129
860	k a - - + t a p u	32	back [of body]	Kaxarari	katapu	espalda	k a + t a p u	katapu	back _root	203 210		125 132
861	p i + - tʃ i	30	back [of body]	Mastanawa	piʧi	espalda	p i + tʃ i	piʧi	shoulder _ʧi	200 207		127 126
862	p ɨ + ʂ a β a t i	30	back [of body]	Chaninawa	pɨʂaβati	espalda	p ɨ + ʂ a β a t i	pɨʂaβati	shoulder _ʂaβati	200 209		127 128
863	p ɨ + m i t i	30	back [of body]	Sharanawa	pɨmiti	espalda	p ɨ + m i t i	pɨmiti	shoulder _miti	200 208		127 134
864	k a - - + - t ɨ	32	back [of body]	Amawaka	katɨ	espalda	k a + t ɨ	katɨ	back _tɨ	203 206		125 126
865	p ɨ + - tʃ i	30	back [of body]	Nawa	pɨʧi	espalda	p ɨ + tʃ i	pɨʧi	shoulder _ʧi	200 207		127 126
866	p ɨ + - tʃ i	30	back [of body]	Marinawa	pɨʧi	espalda	p ɨ + tʃ i	pɨʧi	shoulder _ʧi	200 207		127 126
867	p ɨ + - tʃ i	30	back [of body]	Yaminawa	pɨʧi	espalda	p ɨ + tʃ i	piʧi	shoulder _ʧi	200 207		127 126
868	p ɨ + - tʃ i	30	back [of body]	Kashinawa_P	pɨʧi	espalda	p ɨ + tʃ i	pɨʧi	shoulder _ʧi	200 207		127 126
869	- b e b a kʷ a	31	back [of body]	Araona	bebakʷa	espalda	b e b a kʷ a	bebakʷa				0
870	b e s e s e	31	back [of body]	Araona	besese	espalda	b e s e s e	besese				0
874	β i ts - - i	1063	skin [of person]	Matses	βitsi	piel	β i ts i	βitsi	βitʃi	57 158		3288
875	β i ts - - i	1063	skin [of person]	Matis	βidtsi	piel	β i ts i	βidtsi	βitʃi	57 158		3288
876	ɨ ʂ p i	1065	skin [of person]	Marubo	ɨʂpi	piel	ɨ ʂ p i	ɨʂpi	ɨʂpi	36 159		3289
877	w i + ʂ i + β i	1063	skin [of person]	Katukina	wixiβi	piel	w i ʂ i β i	wixiβi	βitʃi	57 158	? can it be that /x/ is phonetically rather //S//?	3288
878	β i tʃ - - i	1063	skin [of person]	Shipibo_Konibo	βitʃi	piel	β i tʃ i	βitʃi	βitʃi	57 158		3288
879	β i tʃ - - i	1063	skin [of person]	Kapanawa	βitʃi	piel	β i tʃ i	βitʃi	βitʃi	57 158		3288
881	ɸ i tʃ - - i	1063	skin [of person]	Shanenawa	ɸitʃi	piel	ɸ i tʃ i	ɸitʃi	βitʃi	57 158		3288
882	β i tʃ - - i	1063	skin [of person]	Yawanawa	βitʃi	piel	β i tʃ i	βitʃi	βitʃi	57 158		3288
883	β i ʃ - - i	1063	skin [of person]	Nukini	βiʃi	piel	β i tʃ i	βiʃi	βitʃi	57 158		3288
884	β i tʃ - - i	1063	skin [of person]	Iskonawa	βiʧi	piel	β i tʃ i	βiʧi	βitʃi	57 158		3288
885	h a k a	1062	skin [of person]	Iskonawa	haka	piel	h a k a	haka	ʂaka	46 61		3287
886	β i tʃ - - i	1063	skin [of person]	Chakobo	βitʃi	piel	β i tʃ i	βitʃi	βitʃi	57 158		3288
887	w i tʃ - - i	1063	skin [of person]	Pakawara	witʃi	piel	w i tʃ i	witʃi	βitʃi	57 158		3288
888	ʂ a k a	1062	skin [of person]	Kakataibo	ʂaka	piel	ʂ a k a	ʂaka	ʂaka	46 61		3287
889	w i tʃ - - i	1063	skin [of person]	Kaxarari	witʃi	piel	w i tʃ i	witʃi	βitʃi	57 158		3288
890	ɸ i tʃ - - i	1063	skin [of person]	Mastanawa	ɸiʧi	piel	ɸ i tʃ i	ɸiʧi	βitʃi	57 158		3288
891	ɸ i tʃ - - i	1063	skin [of person]	Chaninawa	ɸit͡ʃi	piel	ɸ i tʃ i	ɸit͡ʃi	βitʃi	57 158		3288
892	ɸ i tʃ - - i	1063	skin [of person]	Sharanawa	ɸit͡ʃi	piel	ɸ i tʃ i	ɸit͡ʃi	βitʃi	57 158		3288
893	ç a k a	1062	skin [of person]	Amawaka	çaka	piel	ç a k a	punj̃ã	ʂaka	46 61	There no evidence to split these forms	3287
894	ɸ i tʃ - - i	1063	skin [of person]	Nawa	ɸiʧi	piel	ɸ i tʃ i	ɸiʧi	βitʃi	57 158		3288
895	ɸ i tʃ - - i	1063	skin [of person]	Marinawa	ɸiʧi	piel	ɸ i tʃ i	ɸiʧi	βitʃi	57 158		3288
896	ɸ i tʃ - - i	1063	skin [of person]	Yaminawa	ɸiʧi	piel	ɸ i tʃ i	ɸiʧi	βitʃi	57 158		3288
897	β i tʃ - - i	1063	skin [of person]	Kashinawa_P	βiʧi	piel	β i tʃ i	βiʧi	βitʃi	57 158		3288
898	β i tʃ - - i	1063	skin [of person]	Kashinawa_B	βitʃi	piel	β i tʃ i	βitʃi	βitʃi	57 158		3288
899	b i k i	1063	skin [of person]	Araona	biki	piel	b i k i	biki	skin	57		0
903	- i n + k u e n t e	1258	tail	Matses	inkuente	rabo cola	i n + k u e n t e	inkuente	tail _a	160 163		3810 3812
904	- i n + a	1253	tail	Matis	ina	rabo cola	i n + a	ina	tail _a	160 6		3810 3811
905	- i n + a	1253	tail	Marubo	ina	rabo cola	i n + a	ina	tail _a	160 6		3810 3811
906	h i n + a	1253	tail	Kanamari	hina	rabo cola	h i n + a	hina	tail _a	160 6		3810 3811
907	h i n + a	1253	tail	Shipibo_Konibo	hina	rabo cola	h i n + a	hina	tail _a	160 6		3810 3811
908	h i n + a	1253	tail	Kapanawa	hina	rabo cola	h i n + a	hina	tail _a	160 6		3810 3811
910	- i n + a	1253	tail	Shanenawa	ina	rabo cola	i n + a	ina	tail _a	160 6		3810 3811
911	- i n + a	1253	tail	Yawanawa	ina	rabo cola	i n + a	ina	tail _a	160 6		3810 3811
912	β ã + t i	1256	tail	Poyanawa	βãti	rabo cola	β ã t i	βãti	bati	169		3815
913	- i n + a	1253	tail	Iskonawa	ina	rabo cola	i n + a	ina	tail _a	160 6		3810 3811
914	h i n + a	1253	tail	Chakobo	hina	rabo cola	h i n + a	hina	tail _a	160 6		3810 3811
915	- i n + a	1253	tail	Kakataibo	ina	rabo cola	i n + a	ina	tail _a	160 6		3810 3811
916	tʃ i n + a	1614	tail	Kaxarari	tʃina	rabo cola	tʃ i n + a	tʃina	tʃin _a	164 6		3810 3811
917	- i d + a	1253	tail	Mastanawa	ida	rabo cola	i d + a	ida	tail _a	160 6		3810 3811
918	- i d + a	1253	tail	Chaninawa	ida	rabo cola	i d + a	ida	tail _a	160 6		3810 3811
919	- iː d + a	1253	tail	Sharanawa	i:da	rabo cola	iː d + a	i:da	tail _a	160 6		3810 3811
920	h i ⁿd + a	1253	tail	Amawaka	hinda	rabo cola	h i ⁿd + a	hinda	tail _a	160 6		3810 3811
921	ts i + m a ʂ a	1257	tail	Nawa	ʦimaʂa	rabo cola	ts i + m a ʂ a	ʦimaʂa	buttock _masa	161 165		3813 3814
922	- i ⁿd + a	1253	tail	Marinawa	inda	rabo cola	i ⁿd + a	inda	tail _a	160 6		3810 3811
923	t ɨ + d ɨ	1616	tail	Yaminawa	tɨdɨ	rabo cola	t ɨ d ɨ	tɨdɨ	tidi	168		3816
924	h i n + a	1253	tail	Kashinawa_P	hina	rabo cola	h i n + a	hina	tail _a	160 6		3810 3811
925	h i n + a	1253	tail	Kashinawa_B	hina	rabo cola	h i n + a	hina	tail _a	160 6		3810 3811
926	- s i tʃ a	1254	tail	Araona	siča	rabo cola	s i tʃ a	siča				0
931	n i d + t e	688	leg	Matses	nidte	pierna	n i d + t e	nidte	stand _te	115 116		2064 37
932	t a + w i	687	leg	Matis	tawi	pierna	t a + w i	tawi	foot _wi	120 121		2062 44
933	k i + ʃ i	682	leg	Marubo	kiʃi	pierna	k i + ʃ i	kiʃi	thigh _ʃi	112 114		2058 2059
934	i + t a ʂ ɨ	683	leg	Marubo	itaʂɨ	pierna	i + t a ʂ ɨ	itaʂɨ	calf _taʂi	111 113		2066 2062
935	k i + ʂ u	682	leg	Katukina	kiʂu	pierna	k i + ʂ u	kixu	thigh _ʂu	112 126		2058 2063
936	h i + t a ʃ	683	leg	Kanamari	hitaʃ	pierna	h i + t a ʃ	hitaʃ	calf _taSi	122 113		2061 2062
937	k i + ʃ i	682	leg	Kanamari	kiʃi	pierna	k i + ʃ i	kiʃi	thigh _ʃi	112 114		2058 2059
938	k i + ʃ i	682	leg	Shipibo_Konibo	kiʃi	pierna	k i + ʃ i	kiʃi	thigh _ʃi	112 114		2058 2059
939	w i + - - t a ʂ -	683	leg	Shipibo_Konibo	witaʂ	pierna	w i + t a ʂ	witaʂ	calf _taSi	122 113		2060 2062
940	k i + ʃ i	682	leg	Kapanawa	kiʃi	pierna	k i + ʃ i	kiʃi	thigh _ʃi	112 114		2058 2059
941	w i + - - t a ʂ -	683	leg	Kapanawa	witaʂ	pierna	w i + t a ʂ	witaʂ	calf _taʂi	122 113		2060 2062
944	t a + ɨ	687	leg	Shanenawa	taɨ	pierna	t a + ɨ	taɨ	foot _ɨ	120 121		2062 2066
945	β i + t a ʃ	683	leg	Yawanawa	βitaʃ	pierna	β i + t a ʃ	βitaʃ	calf _taSi	122 113		2060 2062
946	β i + ʃ t a	683	leg	Nukini	βiʃta	pierna	β i + ʃ t a	βiʃta	calf _sta	122 113	sta > metathesis of tas	2060 2062
947	k i + ʃ i	682	leg	Iskonawa	kiʃi	pierna	k i + ʃ i	kiʃi	thigh _ʃi	112 114		2058 2059
948	w i + k u	686	leg	Chakobo	wiku	pierna	w i + k u	wiku	calf _ku	122 123		2060 2058
949	w i + k u	686	leg	Pakawara	wiku	pierna	w i + k u	wiku	calf _ku	122 123		2060 2058
950	k i + s i	682	leg	Kakataibo	kisi	pierna	k i + s i	kisi	thigh _ʃi	112 114		2058 2059
951	w i + - - t a ʂ ɨ	683	leg	Kaxarari	witaʂɨ	pierna	w i + t a ʂ ɨ	witaʂɨ	calf _taʂi	122 113		2060 2062
952	k i + ʃ i	682	leg	Mastanawa	kiʃi	pierna	k i + ʃ i	kiʃi	thigh _ʃi	112 114		2058 2059
953	k i + ʃ i	682	leg	Chaninawa	kiʃi	pierna	k i + ʃ i	kiʃi	thigh _ʃi	112 114		2058 2059
954	k i + ʃ i	682	leg	Sharanawa	kiʃi	pierna	k i + ʃ i	kiʃi	thigh _ʃi	112 114		2058 2059
955	ɸ i + t a ʂ ɨ	683	leg	Sharanawa	ɸitaʂɨ	pierna	ɸ i + t a ʂ ɨ	ɸitaʂɨ	calf _taʂi	122 113		2060 2062
956	k i + ʃ i	682	leg	Amawaka	kiʃi	pierna	k i + ʃ i	kiʃi	thigh _ʃi	112 114		2058 2059
957	k i + ʃ i	682	leg	Nawa	kiʃi	pierna	k i + ʃ i	kiʃi	thigh _ʃi	112 114		2058 2059
958	ɸ i + t a ʂ	683	leg	Nawa	ɸitaʂ	pierna	ɸ i + t a ʂ	ɸitaʂ	calf _taʂi	122 113		2060 2062
959	k i + ʃ i	682	leg	Marinawa	kiʃi	pierna	k i + ʃ i	kiʃi	thigh _ʃi	112 114		2058 2059
960	ɸ i + t a ʃ i	683	leg	Marinawa	ɸitaʃi	pierna	ɸ i + t a ʃ i	ɸitaʃi	calf _taʂi	122 113		2060 2062
961	k i + ʃ i	682	leg	Yaminawa	kiʃi	pierna	k i + ʃ i	kiʃi	thigh _ʃi	112 114		2058 2059
962	k i + ʃ i	682	leg	Kashinawa_P	kiʃi	pierna	k i + ʃ i	kiʃi	thigh _ʃi	112 114		2058 2059
963	k i + ʂ i	682	leg	Kashinawa_B	kiʂi	pierna	k i + ʂ i	kiʂi	thigh _ʃi	112 114		2058 2059
964	- t i dʒ a d a	685	leg	Araona	tiǰada	pierna	t i dʒ a d a	tiǰada				0
965	e t - - a	684	leg	Araona	eta	pierna	e t a	eta				0
969	t a + ɨ	483	foot	Matses	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
970	t a + ɨ	483	foot	Matis	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
971	t a + ɨ	483	foot	Marubo	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
972	t a + e	483	foot	Katukina	taɨ	pie	t a + ɨ	tae	foot _i	212 215	!	1391 20
973	t a + ʔ ɨ	483	foot	Kanamari	taʔɨ	pie	t a + ʔ ɨ	ta?ɨ	foot _i	212 215	!	1391 20
974	t a + ɨ	483	foot	Shipibo_Konibo	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
975	t a + ɨ	483	foot	Kapanawa	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
977	t a + ɨ	483	foot	Shanenawa	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
978	t a + ɨ	483	foot	Yawanawa	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
979	t a + ɨ	483	foot	Nukini	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
980	t a + ɨ	483	foot	Poyanawa	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
981	t a + ɨ	483	foot	Iskonawa	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
982	t a + ʔ ɨ	483	foot	Chakobo	taʔɨ	pie	t a + ʔ ɨ	ta?ɨ	foot _i	212 215	!	1391 20
983	t a + ʔ ɨ	483	foot	Pakawara	taʔɨ	pie	t a + ʔ ɨ	ta?ɨ	foot _i	212 215	!	1391 20
984	t a + ɨ	483	foot	Kakataibo	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
985	t a + ɨ	483	foot	Kaxarari	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
986	t a + ɨ	483	foot	Mastanawa	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
987	t a + ɨ	483	foot	Chaninawa	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
988	t a + ɨ	483	foot	Sharanawa	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
989	t a + ʔ ɨ	483	foot	Amawaka	taʔɨ	pie	t a + ʔ ɨ	taʔɨ	foot _i	212 215	!	1391 20
990	t a + ɨ	483	foot	Nawa	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
991	u ʂ p a ɾ u	485	foot	Marinawa	uʂpaɾu	pie	u ʂ p a ɾ u	uʂpaɾu	usparu	214	do not split	1392
992	t a + ɨ	483	foot	Yaminawa	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
993	t a + ɨ	483	foot	Kashinawa_P	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
994	t a + ɨ	483	foot	Kashinawa_B	taɨ	pie	t a + ɨ	taɨ	foot _i	212 215	!	1391 20
995	- w a tʃ i	484	foot	Araona	wac̷i	pie	w a tʃ i	wac̷i				0
1000	p o + d o	1480	wing	Matses	podo	ala	p o + d o	podo	podo _do	183 179		4625
1001	p ɨ + i	1480	wing	Matis	pɨi	ala	p ɨ + i	pɨi	arm _i	172 174		4618 4621
1002	p ɨ + i	1480	wing	Marubo	pɨi	ala	p ɨ + i	pɨi	arm _i	172 174		4618 4621
1003	p ɨ + tʃ i	1480	wing	Shipibo_Konibo	pɨtʃi	ala	p ɨ + tʃ i	pɨtʃi	arm _tʃi	172 182		4618 4627
1004	p ɨ + i	1480	wing	Kapanawa	pɨi	ala	p ɨ + i	pɨi	arm _i	172 174		4618 4621
1006	p ɨ + j/i	1480	wing	Shanenawa	pɨj	ala	p ɨ + j/i	pɨj	arm _i	172 174		4618 4622
1007	p ɨ + j/i	1480	wing	Yawanawa	pɨj	ala	p ɨ + j/i	pɨj	arm _i	172 174		4618 4622
1008	p ɨ + i	1480	wing	Iskonawa	pɨi	ala	p ɨ + i	pɨi	arm _i	172 174		4618 4621
1009	p ɨ + ʔ i	1480	wing	Chakobo	pɨʔi	ala	p ɨ + ʔ i	pɨ?i	arm _i	172 174		4618 4619
1010	p ɨ + i	1480	wing	Kakataibo	pɨi	ala	p ɨ + i	pɨi	arm _i	172 174		4618 4621
1011	p a + ts a s i	1484	wing	Kaxarari	patsasi	ala	p a + ts a s i	patsasi	/pa _tsasi	178 181		4623
1012	a m + p ɨ + j/i	1480	wing	Mastanawa	ampɨj	ala	a m + p ɨ + j/i	ampɨj	am arm _i	173 172 174		4624 4618 4621
1013	p ɨ + t a u -	1480	wing	Chaninawa	pɨtau	ala	p ɨ + t a u	pɨtau	arm _taw	172 31		4618 4620
1014	d u j a + t i	1485	wing	Sharanawa	dujati	ala	d u j a + t i	dujati	flight _ti	175 176	!	4626
1015	p ɨ + ʔ i	1480	wing	Amawaka	pɨʔi	ala	p ɨ + ʔ i	pɨʔi	arm _i	172 174		4618 4619
1016	p ɨ + t a - w	1480	wing	Nawa	pɨtaw	ala	p ɨ + t a w	pɨtaw	arm _taw	172 31		4618 4620
1017	p ɨ + t a - w	1480	wing	Marinawa	pɨtaw	ala	p ɨ + t a w	pɨtaw	arm _taw	172 31		4618 4620
1018	p ɨ + t a	1480	wing	Yaminawa	pɨta	ala	p ɨ + t a	pɨta	arm _ti	172 177		4618 4620
1019	p ɨ + j/i	1480	wing	Kashinawa_P	pɨj	ala	p ɨ + j/i	pɨj	arm _i	172 174	not also sim	4618 4622
1020	p ɨ + i	1480	wing	Kashinawa_B	pɨi	ala	p ɨ + i	pɨi	arm _i	172 174		4618 4621
1021	- n a b a i	1481	wing	Araona	nabai	ala	n a b a i	nabai				0
1025	m ɨ + d a n t e	546	hand	Matses	mɨdante	mano	m ɨ + d a n t e	mɨdante	hand _dante	96 99		1587 1591
1026	m ɨ + k ɨ n -	546	hand	Matis	mɨkɨn	mano	m ɨ + k ɨ n	mɨkɨn	hand _kɨnɨ	96 101		1587 1588
1027	m ɨ + β i	546	hand	Marubo	mɨβi	mano	m ɨ + β i	mɨβi	hand _βi	96 97		1587 1589
1028	m e + β i	546	hand	Katukina	meβi	mano	m e + β i	meβi	hand _βi	96 97		1587 1589
1029	mʷ ɨ + β i	546	hand	Kanamari	mɨβi	mano	mʷ ɨ + β i	mwɨβi	hand _Bi	96 97		1587 1592
1030	m ɨ + k ɨ n -	546	hand	Shipibo_Konibo	mɨkɨn	mano	m ɨ + k ɨ n	mɨkɨn	hand _kɨnɨ	96 101		1587 1588
1031	m ɨ + k ɨ n -	546	hand	Kapanawa	mɨkɨn	mano	m ɨ + k ɨ n	mɨkɨn	hand _kɨnɨ	96 101		1587 1588
1033	m ɨ + ɸ i	546	hand	Shanenawa	mɨɸi	mano	m ɨ + ɸ i	mɨɸi	hand _βi	96 97		1587 1589
1034	m ɨ + h i	546	hand	Yawanawa	mɨhi	mano	m ɨ + h i	mɨhi	hand _hi	96 100		1587 1589
1035	m ɨ + w i	546	hand	Nukini	mɨwi	mano	m ɨ + w i	mɨwi	hand _Bi	96 97		1587 1589
1036	m ɨ + k ɨ n -	546	hand	Poyanawa	mɨkɨn	mano	m ɨ + k ɨ n	mɨkɨn	hand _kɨnɨ	96 101		1587 1588
1037	m ɨ + β i	546	hand	Iskonawa	mɨˀβi	mano	m ɨ + β i	mɨˀβi	hand _βi	96 97		1587 1589
1038	m ɨ + k ɨ n ɨ	546	hand	Chakobo	mɨkɨnɨ	mano	m ɨ + k ɨ n ɨ	mɨkɨnɨ	hand _kɨnɨ	96 101		1587 1588
1039	m ɨ + k ɨ n a	546	hand	Pakawara	mɨkɨna	mano	m ɨ + k ɨ n a	mɨkɨna	hand _kini	96 101		1587 1588
1040	m ɨ + k ɨ n -	546	hand	Kakataibo	mɨkɨn	mano	m ɨ + k ɨ n	mɨkɨn	hand _kɨnɨ	96 101		1587 1588
1041	m ɨ + k ɨ l ɨ	546	hand	Kaxarari	mɨkɨlɨ	mano	m ɨ + k ɨ l ɨ	mɨkɨlɨ	hand _kɨnɨ	96 101		1587 1590
1042	b ɨ + ɸ i	546	hand	Mastanawa	bɨɸi	mano	b ɨ + ɸ i	bɨɸi	hand _βi	96 97		1587 1589
1043	β ɨ + k ɨ - -	546	hand	Chaninawa	βɨkɨ	mano	β ɨ + k ɨ	βɨkɨ	hand _kɨnɨ	96 98		1589 1588
1044	β ɨ + ɸ i	546	hand	Chaninawa	βɨɸi	mano	β ɨ + ɸ i	βɨɸi	hand _βi	96 97		1589 1589
1045	b ɨ + ɸ i	546	hand	Sharanawa	bɨɸi	mano	b ɨ + ɸ i	bɨɸi	hand _βi	96 97		1587 1589
1046	m ɨ + k ɨ n -	546	hand	Amawaka	mɨkɨn	mano	m ɨ + k ɨ n	mɨkɨn	hand _kɨnɨ	96 101		1587 1588
1047	b ɨ + k ɨ - -	546	hand	Nawa	bɨkɨ	mano	b ɨ + k ɨ	bɨkɨ	hand _kɨnɨ	96 98		1587 1588
1048	b ɨ + k ɨ - -	546	hand	Marinawa	bɨkɨ	mano	b ɨ + k ɨ	bɨkɨ	hand _kɨnɨ	96 98		1587 1588
1049	m ɨ + ʔ ɨ - -	546	hand	Yaminawa	mɨʔɨ	mano	m ɨ + ʔ ɨ	mɨʔɨ	hand _ʔɨ	96 0	ʔ ɨ is not hi	1587 1588
1050	m ɨ + k i - -	546	hand	Kashinawa_P	mɨki	mano	m ɨ + k i	mɨki	hand _ki	96 98		1587 1588
1051	m ɨ̃ + k ɨ̃ - -	546	hand	Kashinawa_B	mɨ̃kɨ̃	mano	m ɨ̃ + k ɨ̃	mɨ̃kɨ̃	hand _kɨnɨ	96 101		1587 1588
1052	e m e	546	hand	Araona	eme	mano	e m e	e-me	hand/eme			0
1056	p o d o	312	feather [large]	Matses	podo	pluma	p o d o	podo	podo	117 224		1121
1057	p o d o	312	feather [large]	Matis	podo	pluma	p o d o	podo	podo	117 224		1121
1058	p ɨ + i	375	feather [large]	Marubo	pɨi	pluma	p ɨ + i	pɨi	arm _i	216 221	!	1115 1117
1059	r a n i	376	feather [large]	Katukina	rani	pluma	r a n i	rani	body_hair	218 222		1119
1060	p ɨ + ʔ i	375	feather [large]	Kanamari	pɨʔi	pluma	p ɨ + ʔ i	pɨ?i	arm _i	216 221		1115 1116
1061	p ɨ + i	375	feather [large]	Shipibo_Konibo	pɨi	pluma	p ɨ + i	pɨi	arm _i	216 221	!	1115 1117
1063	p ɨ + i	375	feather [large]	Kapanawa	pɨi	pluma	p ɨ + i	pɨi	arm _i	216 221		1115 1117
1065	p ɨ + j	375	feather [large]	Shanenawa	pɨj	pluma	p ɨ + j/i	pɨj	arm _i	216 221		1115 1118
1066	p ɨ + i	375	feather [large]	Yawanawa	pɨi	pluma	p ɨ + i	pɨi	arm _i	216 221		1115 1117
1067	k ɨ r u	380	feather [large]	Nukini	kɨru	pluma	k ɨ r u	kɨru	ki _ru	118 225		1122
