ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Motivation_Structure
Matses-63_head-1,,Matses,63_head,mapi,mapi,m a + p i,,fleck2005,554,,,,77 184,head _pi
Matis-63_head-1,,Matis,63_head,maʂo,maʂo,m a + ʂ o,,fleck2005,554,,,,77 180,head _ʂo
Marubo-63_head-1,,Marubo,63_head,mapu,mapu,m a + p u,,fleck2005,554,,,,77 76,head _pu
Katukina-63_head-1,,Katukina,63_head,mapu,mapu,m a + p u,,aguiar1994,554,,,,77 76,head _pu
Kanamari-63_head-1,,Kanamari,63_head,mapu,mapu,m a + p u,,aguiar1994,554,,,,77 76,head _pu
Shipibo_Konibo-63_head-1,,Shipibo_Konibo,63_head,mapu,mapu,m a + p u,,fleck2005,554,,,,77 76,head _pu
Kapanawa-63_head-1,,Kapanawa,63_head,mapu,mapu,m a + p u,,loos1998,554,,,,77 76,head _pu
Shanenawa-63_head-1,,Shanenawa,63_head,mapu,mapu,m a + p u,,lanes2005,554,,,,77 76,head _pu
Yawanawa-63_head-1,,Yawanawa,63_head,mapu,mapu,m a + p u,,paula1992,554,,,,77 76,head _pu
Nukini-63_head-1,,Nukini,63_head,mapu,mapu,m a + p u,,aguiar2004,554,,,,77 76,head _pu
Poyanawa-63_head-1,,Poyanawa,63_head,βuhka,βuhka,β u + h k a,,paula1992,555,,,,81 79,hair _ʂka
Iskonawa-63_head-1,,Iskonawa,63_head,βuhka,βuhka,β u + h k a,,zariquiey2017,555,,,,81 79,hair _ʂka
Chakobo-63_head-1,,Chakobo,63_head,mapu,mapu,m a + p u,,zingg1998,554,,,,77 76,head _pu
Pakawara-63_head-1,,Pakawara,63_head,mapu,mapu,m a + p u,,key2000,554,,,,77 76,head _pu
Kakataibo-63_head-1,,Kakataibo,63_head,maʂka,maʂka,m a + ʂ k a,,zariquiey2017,555,,,,77 79,head _ʂka
Kaxarari-63_head-1,,Kaxarari,63_head,wɨʂkata,wɨʂkata,w ɨ + ʂ k a t a,,couto2005,0,,,,0 79,forehead _ʂkata
Mastanawa-63_head-1,,Mastanawa,63_head,bapu,bapu,b a + p u,,zariquiey2017,554,,,,77 76,head _pu
Chaninawa-63_head-1,,Chaninawa,63_head,βasakati,basakati,b a + s k a t i,,zariquiey2017,555,,,,77 79,head _ʂka
Sharanawa-63_head-1,,Sharanawa,63_head,bapu,bapu,b a + p u,,zariquiey2017,554,,,,77 76,head _pu
Amawaka-63_head-1,,Amawaka,63_head,mapu,mapu,m a + p u,,zariquiey2017,554,,,,77 76,head _pu
Nawa-63_head-1,,Nawa,63_head,ba:pu,bapu,b a + p u,,zariquiey2017,554,,,,77 76,head _pu
Marinawa-63_head-1,,Marinawa,63_head,bapu,bapu,b a + p u,,zariquiey2017,554,,,,77 76,head _pu
Marinawa-63_head-2,,Marinawa,63_head,ɸuʂka,ɸuʂka,ɸ u + ʂ k a,,zariquiey2017,555,,,,81 79,hair _ʂka
Yaminawa-63_head-1,,Yaminawa,63_head,bapu,bapu,b a + p u,,zariquiey2017,554,,,,77 76,head _pu
Kashinawa_P-63_head-1,,Kashinawa_P,63_head,βuʂka,βuʂka,β u + ʂ k a,,zariquiey2017,555,,,,81 79,hair _ʂka
Kashinawa_B-63_head-1,,Kashinawa_B,63_head,βuʂka,βuʂka,β u + ʂ k a,,camargo1995,555,,,,81 79,hair _ʂka
Araona-63_head-1,,Araona,63_head,e-šoa,ešoa,e + ʃ o a,,pitman1981,556,,,,75 83,_:suffix/e head
Matses-60_hair-1,,Matses,60_hair,βu,manɨdaid,m a + n ɨ d a i d,,fleck2005,539,,,,77 83,head _nëdaid
Matis-60_hair-1,,Matis,60_hair,ʂakkete,ʂakkete,ʂ a k k e t e,,fleck2005,543,,,,58,sakkete
Marubo-60_hair-1,,Marubo,60_hair,βu,βu,β u,,fleck2005,539,,,,9,hair
Katukina-60_hair-1,,Katukina,60_hair,βuu,βuu,β u,,aguiar1994,539,,,,9,hair
Kanamari-60_hair-1,,Kanamari,60_hair,βuu,βuu,β u,,aguiar1994,539,,,,9,hair
Shipibo_Konibo-60_hair-1,,Shipibo_Konibo,60_hair,βu,βu,β u,,fleck2005,539,,,,9,hair
Kapanawa-60_hair-1,,Kapanawa,60_hair,βu,βu,β u,,loos1998,539,,,,9,hair
Shanenawa-60_hair-1,,Shanenawa,60_hair,ɸu,ɸu,ɸ u,,lanes2005,539,,,,9,hair
Yawanawa-60_hair-1,,Yawanawa,60_hair,βu,βu,β u,,paula1992,539,,,,9,hair
Nukini-60_hair-1,,Nukini,60_hair,βu,βu,β u,,aguiar2004,539,,,,9,hair
Poyanawa-60_hair-1,,Poyanawa,60_hair,βu,βu,β u,,paula1992,539,,,,9,hair
Iskonawa-60_hair-1,,Iskonawa,60_hair,βu,βu,β u,,zariquiey2017,539,,,,9,hair
Chakobo-60_hair-1,,Chakobo,60_hair,βu,βu,β u,,zingg1998,539,,,,9,hair
Pakawara-60_hair-1,,Pakawara,60_hair,wuu,wuu,w u u,,key2000,539,,,,9,hair
Kakataibo-60_hair-1,,Kakataibo,60_hair,βu,βu,β u,,zariquiey2017,539,,,,9,hair
Kaxarari-60_hair-1,,Kaxarari,60_hair,wɨʂkatʃani,βɨʂkatʃani,β ɨ + ʂ k a + tʃ a n i,,couto2005,542,,,,81 79 10,forehead _ʂka bodyhair
Mastanawa-60_hair-1,,Mastanawa,60_hair,fuʔu,fuʔu,f u ʔ u,,zariquiey2017,539,,,,9,hair
Chaninawa-60_hair-1,,Chaninawa,60_hair,ɸu,ɸu,ɸ u,,zariquiey2017,539,,,,9,hair
Sharanawa-60_hair-1,,Sharanawa,60_hair,ɸu,ɸu,ɸ u,,zariquiey2017,539,,,,9,hair
Amawaka-60_hair-1,,Amawaka,60_hair,βu,βu,β u,,zariquiey2017,539,,,,9,hair
Nawa-60_hair-1,,Nawa,60_hair,ɸuʔu,ɸuʔu,ɸ u ʔ u,,zariquiey2017,539,,,,9,hair
Marinawa-60_hair-1,,Marinawa,60_hair,ɸuʔu,ɸuʔu,ɸ u ʔ u,,zariquiey2017,539,,,,9,hair
Yaminawa-60_hair-1,,Yaminawa,60_hair,hu,hu,ɸ u,,zariquiey2017,539,,,,9,hair
Kashinawa_P-60_hair-1,,Kashinawa_P,60_hair,βu,βu,β u,,zariquiey2017,539,,,,9,hair
Kashinawa_B-60_hair-1,,Kashinawa_B,60_hair,βu,βu,β u,,camargo1995,539,,,,9,hair
Araona-60_hair-1,,Araona,60_hair,šoa-iɲa,šoaiɲa,ʃ o a + i ɲ a,,pitman1981,494,,,,83 84,head hair
Matses-33_ear-1,,Matses,33_ear,paβiate,paβiate,p a + β i a t e,,fleck2005,310,,,,185 190,ear _biate
Matis-33_ear-1,,Matis,33_ear,paβɨʂan,paβɨʂan,p a + β ɨ ʂ a n,,fleck2005,310,,,,185 186,ear _bɨsan
Marubo-33_ear-1,,Marubo,33_ear,pantʃu,pantʃu,p a n + tʃ u,,fleck2005,310,,,,185 226,ear _tʃu
Katukina-33_ear-1,,Katukina,33_ear,pantxu,pantxu,p a n + ʈʂ u,,aguiar1994,310,,,,185 226,ear _tʃu
Kanamari-33_ear-1,,Kanamari,33_ear,pãtʃo,pãtʃo,p a n + tʃ o,,aguiar1994,310,,,,185 226,ear _tʃu
Shipibo_Konibo-33_ear-1,,Shipibo_Konibo,33_ear,paβiki,paβiki,p a + β i k i,,fleck2005,310,,,,185 187,ear _binki
Kapanawa-33_ear-1,,Kapanawa,33_ear,paβinki,paβinki,p a + β i n k i,,loos1998,310,,,,185 187,ear _binki
Shanenawa-33_ear-1,,Shanenawa,33_ear,pahinki,pahinki,p a + h i n k i,,lanes2005,310,,,,185 187,ear _binki
Yawanawa-33_ear-1,,Yawanawa,33_ear,pahinki,pahinki,p a + h i n k i,,paula1992,310,,,,185 187,ear _binki
Nukini-33_ear-1,,Nukini,33_ear,paβiki,paβiki,p a + β i k i,,aguiar2004,310,,,,185 187,ear _binki
Poyanawa-33_ear-1,,Poyanawa,33_ear,pabĩki,pabĩki,p a + b ĩ k i,,paula1992,310,,,,185 187,ear _binki
Iskonawa-33_ear-1,,Iskonawa,33_ear,paβinki,paβinki,p a + β i n k i,,zariquiey2017,310,,,,185 187,ear _binki
Chakobo-33_ear-1,,Chakobo,33_ear,pa?uki,paʔuki,p a + ʔ u k i,,zingg1998,310,,,,185 187,ear _binki
Pakawara-33_ear-1,,Pakawara,33_ear,pa?uki,paʔuki,p a + ʔ u k i,,key2000,310,,,,185 187,ear _ʔuki
Kakataibo-33_ear-1,,Kakataibo,33_ear,paβi,paβi,p a + β i,,zariquiey2017,310,,,,185 187,ear _βi
Kaxarari-33_ear-1,,Kaxarari,33_ear,isãkili,isãkili,i s ã + k i l i,,couto2005,267,,,,191 193,temple _kili
Mastanawa-33_ear-1,,Mastanawa,33_ear,paʧu,paʧu,p a + tʃ u,,zariquiey2017,310,,,,185 226,ear _tʃu
Chaninawa-33_ear-1,,Chaninawa,33_ear,dikati,dikati,d i k a + t i,,zariquiey2017,313,,,,194 196,hear _ti
Sharanawa-33_ear-1,,Sharanawa,33_ear,pat͡ʃu,pat͡ʃu,p a + tʃ u,,zariquiey2017,310,,,,185 226,ear _tʃu
Amawaka-33_ear-1,,Amawaka,33_ear,pawinki,pawinki,p a + w i n k i,,zariquiey2017,310,,,,185 187,ear _binki
Nawa-33_ear-1,,Nawa,33_ear,paʧu,paʧu,p a + tʃ u,,zariquiey2017,310,,,,185 226,ear _tʃu
Nawa-33_ear-2,,Nawa,33_ear,dikati,dikati,d i k a + t i,,zariquiey2017,313,,,,194 196,hear _ti
Marinawa-33_ear-1,,Marinawa,33_ear,paɸiki,paɸiki,p a + ɸ i k i,,zariquiey2017,310,,,,185 187,ear _binki
Yaminawa-33_ear-1,,Yaminawa,33_ear,paʧu,paʧu,p a + tʃ u,,zariquiey2017,310,,,,185 226,ear _tʃu
Kashinawa_P-33_ear-1,,Kashinawa_P,33_ear,paβinki,paβinki,p a + β i n k i,,zariquiey2017,310,,,,185 187,ear _binki
Kashinawa_B-33_ear-1,,Kashinawa_B,33_ear,paβĩki,paβĩki,p a + β ĩ k i,,camargo1995,310,,,,185 187,ear _binki
Araona-33_ear-1,,Araona,33_ear,e-iza-ha,eizaha,e i z a h a,,pitman1981,267,,,,0,eizaha
Matses-37_eye-1,,Matses,37_eye,ɨʂɨ,ɨʂɨ,ɨ ʂ ɨ,,fleck2005,332,,,,201,seed
Matis-37_eye-1,,Matis,37_eye,βɨdu,βɨdu,β ɨ + d u,,fleck2005,330,,,,198 195,eye _ɾu
Marubo-37_eye-1,,Marubo,37_eye,βɨru,βɨru,β ɨ + r u,,fleck2005,330,,,,198 195,eye _ɾu
Katukina-37_eye-1,,Katukina,37_eye,βiru,βiru,β i + r u,,aguiar1994,330,,,,198 195,eye _ɾu
Kanamari-37_eye-1,,Kanamari,37_eye,mβɨru,mβɨru,ⁿβ ɨ + r u,,aguiar1994,330,,,,198 195,eye _ɾu
Shipibo_Konibo-37_eye-1,,Shipibo_Konibo,37_eye,βɨru,βɨru,β ɨ + r u,,fleck2005,330,,,,198 195,eye _ɾu
Kapanawa-37_eye-1,,Kapanawa,37_eye,βɨru,βɨru,β ɨ + r u,,loos1998,330,,,,198 195,eye _ɾu
Shanenawa-37_eye-1,,Shanenawa,37_eye,ɸɨru,ɸɨru,ɸ ɨ + r u,,lanes2005,330,,,,198 195,eye _ɾu
Yawanawa-37_eye-1,,Yawanawa,37_eye,βɨru,βɨru,β ɨ + r u,,paula1992,330,,,,198 195,eye _ɾu
Nukini-37_eye-1,,Nukini,37_eye,βɨrɨ,βɨrɨ,β ɨ + r u,,aguiar2004,330,,,,198 195,eye _ɾu
Poyanawa-37_eye-1,,Poyanawa,37_eye,βɨru,βɨru,β ɨ + r u,,paula1992,330,,,,198 195,eye _ɾu
Iskonawa-37_eye-1,,Iskonawa,37_eye,βɨɾu,βɨɾu,β ɨ + ɾ u,,zariquiey2017,330,,,,198 195,eye _ɾu
Chakobo-37_eye-1,,Chakobo,37_eye,βɨru,βɨru,β ɨ + r u,,zingg1998,330,,,,198 195,eye _ɾu
Pakawara-37_eye-1,,Pakawara,37_eye,wɨru,wɨru,w ɨ + r u,,key2000,330,,,,198 195,eye _ɾu
Kakataibo-37_eye-1,,Kakataibo,37_eye,βɨro,βɨro,β ɨ + ɾ u,,zariquiey2017,330,,,,198 195,eye _ɾu
Kaxarari-37_eye-1,,Kaxarari,37_eye,wɨtʃɨwɨ,wɨtʃɨ,w ɨ + tʃ ɨ w ɨ,,couto2005,330,,,,198 0,eye _tʃɨwɨ
Kaxarari-37_eye-2,,Kaxarari,37_eye,βutʃu,βɨtʃu,β ɨ + tʃ u,,couto2005,241,,,,198 197,eye _tʃu
Mastanawa-37_eye-1,,Mastanawa,37_eye,ɸɨɾu,ɸɨɾu,ɸ ɨ + ɾ u,,zariquiey2017,330,,,,198 195,eye _ɾu
Chaninawa-37_eye-1,,Chaninawa,37_eye,ɸɨɾu,ɸɨɾu,β ɨ + ɾ u,,zariquiey2017,330,,,,198 195,eye _ɾu
Sharanawa-37_eye-1,,Sharanawa,37_eye,ɸɨɾu,ɸɨɾu,ɸ ɨ + ɾ u,,zariquiey2017,330,,,,198 195,eye _ɾu
Amawaka-37_eye-1,,Amawaka,37_eye,βɨɾu,βɨɾu,β ɨ + ɾ u,,zariquiey2017,330,,,,198 195,eye _ɾu
Nawa-37_eye-1,,Nawa,37_eye,ɸɨɾu,ɸɨɾu,ɸ ɨ + ɾ u,,zariquiey2017,330,,,,198 195,eye _ɾu
Marinawa-37_eye-1,,Marinawa,37_eye,ɸwɨɾu,ɸɨɾu,ɸ ɨ + ɾ u,,zariquiey2017,330,,,,198 195,eye _ɾu
Yaminawa-37_eye-1,,Yaminawa,37_eye,ɸɨɾu,ɸɨɾu,ɸ ɨ + ɾ u,,zariquiey2017,330,,,,198 195,eye _ɾu
Kashinawa_P-37_eye-1,,Kashinawa_P,37_eye,βɨɾu,βɨɾu,β ɨ + ɾ u,,zariquiey2017,330,,,,198 195,eye _ɾu
Kashinawa_B-37_eye-1,,Kashinawa_B,37_eye,βɨdu,βɨdu,β ɨ + d u,,camargo1995,330,,,,198 195,eye _ɾu
Araona-37_eye-1,,Araona,37_eye,e-toa,etoa,e t o a,,pitman1981,331,,,,0,etoa
Matses-96_nose-1,,Matses,96_nose,dɨβiate,dɨβiate,d ɨ + β i a t e,,fleck2005,830,,,,151 157,nose _biate
Matis-96_nose-1,,Matis,96_nose,dɨʂan,dɨʂan,d ɨ + ʂ a n,,fleck2005,830,,,,151 155,nose _san
Marubo-96_nose-1,,Marubo,96_nose,rɨkin,rɨkin,r ɨ + k i n,,fleck2005,830,,,,151 153,nose _kin
Katukina-96_nose-1,,Katukina,96_nose,renkin,renkin,r ɨ + k i n,,aguiar1994,830,,,,151 153,nose _kin
Kanamari-96_nose-1,,Kanamari,96_nose,rɨkĩ,rɨkĩ,r ɨ + k ĩ,,aguiar1994,830,,,,151 153,nose _kin
Shipibo_Konibo-96_nose-1,,Shipibo_Konibo,96_nose,rɨkin,rɨkin,r ɨ + k i n,,fleck2005,830,,,,151 153,nose _kin
Kapanawa-96_nose-1,,Kapanawa,96_nose,rɨkin,rɨkin,r ɨ + k i n,,loos1998,830,,,,151 153,nose _kin
Shanenawa-96_nose-1,,Shanenawa,96_nose,rɨkin,rɨkin,r ɨ + k i n,,lanes2005,830,,,,151 153,nose _kin
Yawanawa-96_nose-1,,Yawanawa,96_nose,rɨkin,rɨkin,r ɨ + k i n,,paula1992,830,,,,151 153,nose _kin
Nukini-96_nose-1,,Nukini,96_nose,rɨ̃kɨ̃,rɨ̃kɨ̃,r ɨ̃ + k ɨ̃,,aguiar2004,830,,,,151 153,nose _kin
Poyanawa-96_nose-1,,Poyanawa,96_nose,rɨnkĩ,rɨnkĩ,r ɨ + k ĩ,,paula1992,830,,,,151 153,nose _kin
Iskonawa-96_nose-1,,Iskonawa,96_nose,ɾɨnkĩ,ɾɨnkĩ,ɾ ɨ + k ĩ,,zariquiey2017,830,,,,151 153,nose _kin
Chakobo-96_nose-1,,Chakobo,96_nose,rɨʂaki,rɨʂaki,r ɨ + ʂ a k i,,zingg1998,830,,,,151 152,nose _ʂaki
Pakawara-96_nose-1,,Pakawara,96_nose,rɨkina,rɨkina,r ɨ + k i n a,,key2000,830,,,,151 153,nose _kin
Kakataibo-96_nose-1,,Kakataibo,96_nose,rɨkin,rɨkin,r ɨ + k i n,,zariquiey2017,830,,,,151 153,nose _kin
Kaxarari-96_nose-1,,Kaxarari,96_nose,tʃɨkani,tʃɨkani,r ɨ + k a n i,,couto2005,830,,,,151 153,nose _kani
Mastanawa-96_nose-1,,Mastanawa,96_nose,ɾɨʧuʔu,ɾɨʧuʔu,ɾ ɨ + tʃ u ʔ u,,zariquiey2017,830,,,,151 154,nose _ʧuku
Chaninawa-96_nose-1,,Chaninawa,96_nose,ɾɨki,ɾɨki,ɾ ɨ + k i,,zariquiey2017,830,,,,151 153,nose _kin
Sharanawa-96_nose-1,,Sharanawa,96_nose,ɾɨt͡ʃuku,ɾɨt͡ʃuku,ɾ ɨ + tʃ u k u,,zariquiey2017,830,,,,151 154,nose _ʧuku
Amawaka-96_nose-1,,Amawaka,96_nose,ɾɨ(n)kin,ɾɨkin,ɾ ɨ + k i n,,zariquiey2017,830,,,,151 153,nose _kin
Nawa-96_nose-1,,Nawa,96_nose,ɾɨʧa,ɾɨʧa,ɾ ɨ + tʃ a,,zariquiey2017,830,,,,151 156,nose _ʧa
Marinawa-96_nose-1,,Marinawa,96_nose,ɾɨʧuku,ɾɨʧuku,ɾ ɨ + tʃ u k u,,zariquiey2017,830,,,,151 154,nose _ʧuku
Yaminawa-96_nose-1,,Yaminawa,96_nose,ɾɨʧuʔu,ɾɨʧuʔu,ɾ ɨ + tʃ u ʔ u,,zariquiey2017,830,,,,151 154,nose _ʧuku
Kashinawa_P-96_nose-1,,Kashinawa_P,96_nose,dɨki,dɨki,d ɨ + k i,,zariquiey2017,830,,,,151 153,nose _kin
Kashinawa_P-96_nose-2,,Kashinawa_P,96_nose,ɾɨki,ɾɨki,ɾ ɨ + k i,,zariquiey2017,830,,,,151 153,nose _kin
Kashinawa_B-96_nose-1,,Kashinawa_B,96_nose,dɨkĩ,dɨkĩ,d ɨ + k ĩ,,camargo1995,830,,,,151 153,nose _kin
Araona-96_nose-1,,Araona,96_nose,ewi,ewi,e w i,,pitman1981,831,,,,0,?
Matses-154_tongue-1,,Matses,154_tongue,ana,ana,a n + a,,fleck2005,1330,,,,166 6,mouth/tongue _a
Matis-154_tongue-1,,Matis,154_tongue,ana,ana,a n + a,,fleck2005,1330,,,,166 6,mouth/tongue _a
Marubo-154_tongue-1,,Marubo,154_tongue,ana rɨβu,ana,a n + a,,fleck2005,1330,,,,166 6,mouth/tongue _a
Katukina-154_tongue-1,,Katukina,154_tongue,ana,ana,a n + a,,aguiar1994,1330,,,,166 6,mouth/tongue _a
Kanamari-154_tongue-1,,Kanamari,154_tongue,hana,hana,h a n + a,,aguiar1994,1330,,,,166 6,mouth/tongue _a
Shipibo_Konibo-154_tongue-1,,Shipibo_Konibo,154_tongue,hana,hana,h a n + a,,fleck2005,1330,,,,166 6,mouth/tongue _a
Kapanawa-154_tongue-1,,Kapanawa,154_tongue,hana,hana,h a n + a,,loos1998,1330,,,,166 6,mouth/tongue _a
Shanenawa-154_tongue-1,,Shanenawa,154_tongue,ana,ana,a n + a,,lanes2005,1330,,,,166 6,mouth/tongue _a
Yawanawa-154_tongue-1,,Yawanawa,154_tongue,ana,ana,a n + a,,paula1992,1330,,,,166 6,mouth/tongue _a
Nukini-154_tongue-1,,Nukini,154_tongue,anã,anã,a n + a,,aguiar2004,1330,,,,166 6,mouth/tongue _a
Poyanawa-154_tongue-1,,Poyanawa,154_tongue,anda,anda,a ⁿd + a,,paula1992,1330,,,,166 6,mouth/tongue _a
Iskonawa-154_tongue-1,,Iskonawa,154_tongue,ana,ana,a n + a,,zariquiey2017,1330,,,,166 6,mouth/tongue _a
Chakobo-154_tongue-1,,Chakobo,154_tongue,hana,hana,h a n + a,,zingg1998,1330,,,,166 6,mouth/tongue _a
Pakawara-154_tongue-1,,Pakawara,154_tongue,hana,hana,h a n + a,,key2000,1330,,,,166 6,mouth/tongue _a
Kakataibo-154_tongue-1,,Kakataibo,154_tongue,ana,ana,a n + a,,zariquiey2017,1330,,,,166 6,mouth/tongue _a
Kaxarari-154_tongue-1,,Kaxarari,154_tongue,hana,hana,h a n + a,,couto2005,1330,,,,166 6,mouth/tongue _a
Mastanawa-154_tongue-1,,Mastanawa,154_tongue,ada,ada,a d + a,,zariquiey2017,1330,,,,166 6,mouth/tongue _a
Chaninawa-154_tongue-1,,Chaninawa,154_tongue,a:da,a:da,a d + a,,zariquiey2017,1330,,,,166 6,mouth/tongue _a
Sharanawa-154_tongue-1,,Sharanawa,154_tongue,ada,ada,a d + a,,zariquiey2017,1330,,,,166 6,mouth/tongue _a
Amawaka-154_tongue-1,,Amawaka,154_tongue,handa,handa,h a ⁿd + a,,zariquiey2017,1330,,,,166 6,mouth/tongue _a
Nawa-154_tongue-1,,Nawa,154_tongue,a:da,a:da,a d + a,,zariquiey2017,1330,,,,166 6,mouth/tongue _a
Marinawa-154_tongue-1,,Marinawa,154_tongue,anda,anda,a ⁿd + a,,zariquiey2017,1330,,,,166 6,mouth/tongue _a
Yaminawa-154_tongue-1,,Yaminawa,154_tongue,ada,ada,a d + a,,zariquiey2017,1330,,,,166 6,mouth/tongue _a
Kashinawa_P-154_tongue-1,,Kashinawa_P,154_tongue,hana,hana,h a n + a,,zariquiey2017,1330,,,,166 6,mouth/tongue _a
Kashinawa_B-154_tongue-1,,Kashinawa_B,154_tongue,hana,hana,h a n + a,,camargo1995,1330,,,,166 6,mouth/tongue _a
Araona-154_tongue-1,,Araona,154_tongue,e-ana,eana,e a n a,,pitman1981,1330,,,,0,?
Matses-155_toothfront-1,,Matses,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,fleck2005,1308,,,,246 247,tooth _ta
Matis-155_toothfront-1,,Matis,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,fleck2005,1308,,,,246 247,tooth _ta
Marubo-155_toothfront-1,,Marubo,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,fleck2005,1308,,,,246 247,tooth _ta
Katukina-155_toothfront-1,,Katukina,155_toothfront,xita,hita,h i + t a,,aguiar1994,1308,,,,246 247,tooth _ta
Kanamari-155_toothfront-1,,Kanamari,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,aguiar1994,1308,,,,246 247,tooth _ta
Shipibo_Konibo-155_toothfront-1,,Shipibo_Konibo,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,fleck2005,1308,,,,246 247,tooth _ta
Kapanawa-155_toothfront-1,,Kapanawa,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,loos1998,1308,,,,246 247,tooth _ta
Shanenawa-155_toothfront-1,,Shanenawa,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,lanes2005,1308,,,,246 247,tooth _ta
Yawanawa-155_toothfront-1,,Yawanawa,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,paula1992,1308,,,,246 247,tooth _ta
Nukini-155_toothfront-1,,Nukini,155_toothfront,hita,hita,h i + t a,,aguiar2004,1308,,,,246 247,tooth _ta
Iskonawa-155_toothfront-1,,Iskonawa,155_toothfront,hɨta,hɨta,h ɨ + t a,,zariquiey2017,1308,,,,246 247,tooth _ta
Chakobo-155_toothfront-1,,Chakobo,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,zingg1998,1308,,,,246 247,tooth _ta
Pakawara-155_toothfront-1,,Pakawara,155_toothfront,ʂɨna,ʂɨna,ʂ ɨ + n a,,key2000,1308,,,,246 247,tooth _ta
Kakataibo-155_toothfront-1,,Kakataibo,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,zariquiey2017,1308,,,,246 247,tooth _ta
Kaxarari-155_toothfront-1,,Kaxarari,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,couto2005,1308,,,,246 247,tooth _ta
Mastanawa-155_toothfront-1,,Mastanawa,155_toothfront,piti,piti,p i + t i,,zariquiey2017,1333,,,,244 245,eat _ti
Mastanawa-155_toothfront-2,,Mastanawa,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,zariquiey2017,1308,,,,246 247,tooth _ta
Chaninawa-155_toothfront-1,,Chaninawa,155_toothfront,piti,piti,p i + t i,,zariquiey2017,1333,,,,244 245,eat _ti
Sharanawa-155_toothfront-1,,Sharanawa,155_toothfront,piti,piti,p i + t i,,zariquiey2017,1333,,,,244 245,eat _ti
Amawaka-155_toothfront-1,,Amawaka,155_toothfront,çɨta,çɨta,ç ɨ + t a,,zariquiey2017,1308,,,,246 247,tooth _ta
Nawa-155_toothfront-1,,Nawa,155_toothfront,piti,piti,p i + t i,,zariquiey2017,1333,,,,244 245,eat _ti
Nawa-155_toothfront-2,,Nawa,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,zariquiey2017,1308,,,,246 247,tooth _ta
Marinawa-155_toothfront-1,,Marinawa,155_toothfront,ʂɨta,ʂɨta,ʂ ɨ + t a,,zariquiey2017,1308,,,,246 247,tooth _ta
Yaminawa-155_toothfront-1,,Yaminawa,155_toothfront,piti,piti,p i + t i,,zariquiey2017,1333,,,,244 245,eat _ti
Kashinawa_P-155_toothfront-1,,Kashinawa_P,155_toothfront,ʃɨta,ʂɨta,ʂ ɨ + t a,,zariquiey2017,1308,,,,246 247,tooth _ta
Kashinawa_B-155_toothfront-1,,Kashinawa_B,155_toothfront,ʂɨtɨ,ʂɨtɨ,ʂ ɨ + t ɨ,,camargo1995,1308,,,,246 247,tooth _ta
Araona-155_toothfront-1,,Araona,155_toothfront,e-c̷e,ec̷e,e tʃ e,,pitman1981,1308,,,,0,?
Matses-93_neck-1,,Matses,93_neck,tɨnite,tɨnite,t ɨ + n i t e,,fleck2005,810,,,,137 144,neck _nite
Matis-93_neck-1,,Matis,93_neck,tɨtun,tɨtun,t ɨ + t u n,,fleck2005,810,,,,137 150,neck _tun
Marubo-93_neck-1,,Marubo,93_neck,tɨʂu,tɨʂu,t ɨ + ʂ u,,fleck2005,810,,,,137 139,neck _ʂu
Katukina-93_neck-1,,Katukina,93_neck,tispun,tispun,t i + s p u n,,aguiar1994,810,,,,137 147,neck _spun
Kanamari-93_neck-1,,Kanamari,93_neck,taʃu,taʃu,t ɨ + ʃ u,,aguiar1994,810,,,,137 139,neck _ʂu
Shipibo_Konibo-93_neck-1,,Shipibo_Konibo,93_neck,tɨʂu,tɨʂu,t ɨ + ʂ u,,fleck2005,810,,,,137 139,neck _ʂu
Kapanawa-93_neck-1,,Kapanawa,93_neck,tɨʂu,tɨʂu,t ɨ + ʂ u,,loos1998,810,,,,137 139,neck _ʂu
Shanenawa-93_neck-1,,Shanenawa,93_neck,tɨʂɨ,tɨʂɨ,t ɨ + ʂ u,,lanes2005,810,,,,137 139,neck _ʂu
Yawanawa-93_neck-1,,Yawanawa,93_neck,tɨʃu,tɨʃu,t ɨ + ʃ u,,paula1992,810,,,,137 139,neck _ʂu
Nukini-93_neck-1,,Nukini,93_neck,nipika,nipika,n i + p i k a,,aguiar2004,804,,,,137 145,neck _pika
Nukini-93_neck-2,,Nukini,93_neck,tukɨ,tɨkɨ,t ɨ + k ɨ,,aguiar2004,810,,,,137 142,neck _ki
